WellID,Row,Column,Field,ID,Line,Treatment,TreatmentConcentration,RealSet,CLASS,PATH_Crop_Nuc
K11,11,11,21,18,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\18.tif
K11,11,11,21,19,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\19.tif
K11,11,11,21,20,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\20.tif
K11,11,11,21,21,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\21.tif
K11,11,11,21,22,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\22.tif
K11,11,11,21,23,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\23.tif
K11,11,11,21,24,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\24.tif
K11,11,11,21,25,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\25.tif
K11,11,11,21,26,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\26.tif
K11,11,11,21,27,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\27.tif
K11,11,11,21,28,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\28.tif
K11,11,11,21,29,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\29.tif
K11,11,11,21,30,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\30.tif
K11,11,11,21,31,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\31.tif
K11,11,11,21,32,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\32.tif
K11,11,11,21,33,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\33.tif
K11,11,11,21,34,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\34.tif
K11,11,11,21,35,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\35.tif
K11,11,11,21,36,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\36.tif
K11,11,11,21,37,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\37.tif
K11,11,11,21,38,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\38.tif
K11,11,11,21,39,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\39.tif
K11,11,11,21,40,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\40.tif
K11,11,11,21,41,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\41.tif
K11,11,11,21,42,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\42.tif
K11,11,11,21,43,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\43.tif
K11,11,11,21,44,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\44.tif
K11,11,11,21,45,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\45.tif
K11,11,11,21,46,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\46.tif
K11,11,11,21,47,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\47.tif
K11,11,11,21,48,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\48.tif
K11,11,11,21,49,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\49.tif
K11,11,11,21,50,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\50.tif
K11,11,11,21,51,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\51.tif
K11,11,11,21,52,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\52.tif
K11,11,11,21,53,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\53.tif
K11,11,11,21,54,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\54.tif
K11,11,11,21,55,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\55.tif
K11,11,11,21,56,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\56.tif
K11,11,11,21,57,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\57.tif
K11,11,11,21,59,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\59.tif
K11,11,11,21,60,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\60.tif
K11,11,11,21,61,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\61.tif
K11,11,11,21,62,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\62.tif
K11,11,11,21,63,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\63.tif
K11,11,11,21,64,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\64.tif
K11,11,11,21,65,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\65.tif
K11,11,11,21,67,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\67.tif
K11,11,11,21,68,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\68.tif
K11,11,11,21,69,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\69.tif
K11,11,11,21,70,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\70.tif
K11,11,11,21,71,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\71.tif
K11,11,11,21,72,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\72.tif
K11,11,11,21,73,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\73.tif
K11,11,11,21,74,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\74.tif
K11,11,11,21,75,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\75.tif
K11,11,11,21,76,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\76.tif
K11,11,11,21,77,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\77.tif
K11,11,11,21,78,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\78.tif
K11,11,11,21,79,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\79.tif
K11,11,11,21,80,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\80.tif
K11,11,11,21,81,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\81.tif
K11,11,11,21,82,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\82.tif
K11,11,11,21,83,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\83.tif
K11,11,11,21,84,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\84.tif
K11,11,11,21,85,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\85.tif
K11,11,11,21,86,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\86.tif
K11,11,11,21,87,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\87.tif
K11,11,11,21,88,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\88.tif
K11,11,11,21,89,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\89.tif
K11,11,11,21,90,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\90.tif
K11,11,11,21,91,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\91.tif
K11,11,11,21,92,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\92.tif
K11,11,11,21,93,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\93.tif
K11,11,11,21,94,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\94.tif
K11,11,11,21,96,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\96.tif
K11,11,11,21,97,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\97.tif
K11,11,11,21,98,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\98.tif
K11,11,11,21,99,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\99.tif
K11,11,11,21,100,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\100.tif
K11,11,11,21,101,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\101.tif
K11,11,11,21,102,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\102.tif
K11,11,11,21,103,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\103.tif
K11,11,11,21,104,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\104.tif
K11,11,11,21,105,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\105.tif
K11,11,11,21,106,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\106.tif
K11,11,11,21,107,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\107.tif
K11,11,11,21,108,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\108.tif
K11,11,11,21,109,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\109.tif
K11,11,11,21,110,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\110.tif
K11,11,11,21,111,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\111.tif
K11,11,11,21,112,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\112.tif
K11,11,11,21,113,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\113.tif
K11,11,11,21,115,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\115.tif
K11,11,11,21,116,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\116.tif
K11,11,11,21,117,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\117.tif
K11,11,11,21,118,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\118.tif
K11,11,11,21,119,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\119.tif
K11,11,11,21,120,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\120.tif
K11,11,11,21,121,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\121.tif
K11,11,11,21,122,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\122.tif
K11,11,11,21,124,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\124.tif
K11,11,11,21,125,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\125.tif
K11,11,11,21,126,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\126.tif
K11,11,11,21,127,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\127.tif
K11,11,11,21,129,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\129.tif
K11,11,11,21,130,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\130.tif
K11,11,11,21,132,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\132.tif
K11,11,11,21,133,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\133.tif
K11,11,11,21,134,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\134.tif
K11,11,11,21,135,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\135.tif
K11,11,11,21,136,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\136.tif
K11,11,11,21,137,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\137.tif
K11,11,11,21,138,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\138.tif
K11,11,11,21,139,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\139.tif
K11,11,11,21,140,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\140.tif
K11,11,11,21,141,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\141.tif
K11,11,11,21,142,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\142.tif
K11,11,11,21,143,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\143.tif
K11,11,11,21,144,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\144.tif
K11,11,11,21,145,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\145.tif
K11,11,11,21,146,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\146.tif
K11,11,11,21,147,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\147.tif
K11,11,11,21,148,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\148.tif
K11,11,11,21,149,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\149.tif
K11,11,11,21,150,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\150.tif
K11,11,11,21,154,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\154.tif
K11,11,11,21,155,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\155.tif
K11,11,11,21,156,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\156.tif
K11,11,11,21,157,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\157.tif
K11,11,11,21,158,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\158.tif
K11,11,11,21,159,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\159.tif
K11,11,11,21,160,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\160.tif
K11,11,11,21,161,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\161.tif
K11,11,11,21,162,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\162.tif
K11,11,11,21,163,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\163.tif
K11,11,11,21,164,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\164.tif
K11,11,11,21,165,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\165.tif
K11,11,11,21,166,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\166.tif
K11,11,11,21,167,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\167.tif
K11,11,11,21,168,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\168.tif
K11,11,11,21,169,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\169.tif
K11,11,11,21,171,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\171.tif
K11,11,11,21,172,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\172.tif
K11,11,11,21,173,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\173.tif
K11,11,11,21,174,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\174.tif
K11,11,11,21,175,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\175.tif
K11,11,11,21,176,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\176.tif
K11,11,11,21,177,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\177.tif
K11,11,11,21,178,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\178.tif
K11,11,11,21,179,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\179.tif
K11,11,11,21,180,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\180.tif
K11,11,11,21,181,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\181.tif
K11,11,11,21,182,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\182.tif
K11,11,11,21,183,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\183.tif
K11,11,11,21,184,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\184.tif
K11,11,11,21,185,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\185.tif
K11,11,11,21,186,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\186.tif
K11,11,11,21,187,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\187.tif
K11,11,11,21,188,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\188.tif
K11,11,11,21,189,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\189.tif
K11,11,11,21,190,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\190.tif
K11,11,11,21,191,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\191.tif
K11,11,11,21,192,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\192.tif
K11,11,11,21,193,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\193.tif
K11,11,11,21,194,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\194.tif
K11,11,11,21,195,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011011021\195.tif
K12,11,12,16,1,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\1.tif
K12,11,12,16,2,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\2.tif
K12,11,12,16,3,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\3.tif
K12,11,12,16,4,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\4.tif
K12,11,12,16,5,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\5.tif
K12,11,12,16,6,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\6.tif
K12,11,12,16,7,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\7.tif
K12,11,12,16,8,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\8.tif
K12,11,12,16,9,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\9.tif
K12,11,12,16,11,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\11.tif
K12,11,12,16,12,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\12.tif
K12,11,12,16,13,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\13.tif
K12,11,12,16,14,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\14.tif
K12,11,12,16,15,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\15.tif
K12,11,12,16,16,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\16.tif
K12,11,12,16,18,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\18.tif
K12,11,12,16,19,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\19.tif
K12,11,12,16,20,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\20.tif
K12,11,12,16,21,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\21.tif
K12,11,12,16,22,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\22.tif
K12,11,12,16,23,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\23.tif
K12,11,12,16,24,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\24.tif
K12,11,12,16,25,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\25.tif
K12,11,12,16,26,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\26.tif
K12,11,12,16,27,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\27.tif
K12,11,12,16,28,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\28.tif
K12,11,12,16,29,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\29.tif
K12,11,12,16,30,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\30.tif
K12,11,12,16,31,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\31.tif
K12,11,12,16,32,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\32.tif
K12,11,12,16,33,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\33.tif
K12,11,12,16,34,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\34.tif
K12,11,12,16,35,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\35.tif
K12,11,12,16,36,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\36.tif
K12,11,12,16,37,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\37.tif
K12,11,12,16,38,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\38.tif
K12,11,12,16,39,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\39.tif
K12,11,12,16,40,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\40.tif
K12,11,12,16,41,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\41.tif
K12,11,12,16,42,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\42.tif
K12,11,12,16,44,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\44.tif
K12,11,12,16,48,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\48.tif
K12,11,12,16,49,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\49.tif
K12,11,12,16,51,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\51.tif
K12,11,12,16,52,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\52.tif
K12,11,12,16,54,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\54.tif
K12,11,12,16,55,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\55.tif
K12,11,12,16,56,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\56.tif
K12,11,12,16,57,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\57.tif
K12,11,12,16,58,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\58.tif
K12,11,12,16,59,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\59.tif
K12,11,12,16,60,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\60.tif
K12,11,12,16,61,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\61.tif
K12,11,12,16,62,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\62.tif
K12,11,12,16,63,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\63.tif
K12,11,12,16,64,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\64.tif
K12,11,12,16,65,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\65.tif
K12,11,12,16,66,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\66.tif
K12,11,12,16,67,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\67.tif
K12,11,12,16,68,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\68.tif
K12,11,12,16,69,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\69.tif
K12,11,12,16,70,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\70.tif
K12,11,12,16,71,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\71.tif
K12,11,12,16,72,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\72.tif
K12,11,12,16,73,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\73.tif
K12,11,12,16,74,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\74.tif
K12,11,12,16,75,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\75.tif
K12,11,12,16,76,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\76.tif
K12,11,12,16,77,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\77.tif
K12,11,12,16,78,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\78.tif
K12,11,12,16,79,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\79.tif
K12,11,12,16,80,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\80.tif
K12,11,12,16,81,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\81.tif
K12,11,12,16,82,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\82.tif
K12,11,12,16,83,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\83.tif
K12,11,12,16,84,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\84.tif
K12,11,12,16,85,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\85.tif
K12,11,12,16,86,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\86.tif
K12,11,12,16,87,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\87.tif
K12,11,12,16,88,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\88.tif
K12,11,12,16,89,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\89.tif
K12,11,12,16,90,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\90.tif
K12,11,12,16,91,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\91.tif
K12,11,12,16,92,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\92.tif
K12,11,12,16,93,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\93.tif
K12,11,12,16,94,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\94.tif
K12,11,12,16,95,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\95.tif
K12,11,12,16,96,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\96.tif
K12,11,12,16,97,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\97.tif
K12,11,12,16,98,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\98.tif
K12,11,12,16,99,HL1,Untreated,0,train,HEALTHY,Example\IMAGES\CROPS\011012016\99.tif
